country,experiment_type,experiment_type_full,R2_Average,MAE_Average,RMSE_Average,training_samples,finetune_samples,log_Scope1,log_Scope2,log_Scope3_upstream,log_Scope3_downLA,log_Scope3_prod,log_Scope_total
PHL,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.6093219816684723,1.4371562500794728,1.9393532727267544,59096,398,0.667312741279602,0.6695201396942139,0.8714399933815002,0.4162638187408447,0.2236817479133606,0.8077134490013123
PHL,D_full,Transfer_Learning_FTT_Full,0.7271250089009603,1.0549989938735962,1.6122346138928065,84825,398,0.7604307532310486,0.7629704475402832,0.9344533085823059,0.5469685792922974,0.4746202826499939,0.8833066821098328
PHL,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.7221965789794922,1.119348814090093,1.6437430240779174,59096,398,0.7453441619873047,0.811345636844635,0.8990070819854736,0.6344428062438965,0.3997138738632202,0.8433259129524231
FRA,C,Transfer_Learning,0.8232229749361674,1.0193206270535786,1.5234072741225202,83826,1397,0.8758857250213623,0.825248122215271,0.9298193454742432,0.6445832252502441,0.7384493350982666,0.9253520965576172
FRA,C_dev,Transfer_Learning_Developed,0.8094154099623362,1.0315258204936981,1.5724762445051406,57699,1397,0.8712195754051208,0.8145180940628052,0.9199334383010864,0.5922919511795044,0.7425273656845093,0.9160020351409912
FRA,Transfer_Learning_FTT,Transfer_Learning_FTT,0.7324172854423523,1.2354490359624226,1.8358722634537041,83826,1397,0.833768367767334,0.766987681388855,0.9164941310882568,0.3269018530845642,0.6304202079772949,0.9199314713478088
FRA,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.7095373868942261,1.3232253591219585,1.9081866864837096,57699,1397,0.8217672109603882,0.7863529920578003,0.9028457403182983,0.2307395339012146,0.613853931427002,0.9016649127006531
FRA,D_full,Transfer_Learning_FTT_Full,0.7452566723028818,1.1433282891909282,1.7709944616666513,83826,1397,0.8434168100357056,0.7659866809844971,0.9243186116218567,0.3232405185699463,0.6895079016685486,0.9250695109367371
FRA,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.7553954223791758,1.1353092789649963,1.7596184497100937,57699,1397,0.849700927734375,0.7930161356925964,0.9101466536521912,0.38965052366256714,0.6712397336959839,0.9186185598373413
DEU,C,Transfer_Learning,0.81935582558314,1.0006200472513835,1.5194396754433968,83874,1349,0.8593058586120605,0.8427369594573975,0.9151157736778259,0.6598539352416992,0.7195930480957031,0.919529378414154
DEU,C_dev,Transfer_Learning_Developed,0.8229511479536692,0.9939137200514475,1.5074346747437282,57747,1349,0.854728102684021,0.8332815766334534,0.9124420285224915,0.700611412525177,0.72254478931427,0.9140989780426025
DEU,Transfer_Learning_FTT,Transfer_Learning_FTT,0.719843993584315,1.2514894207318623,1.8710207557677752,83874,1349,0.7828255295753479,0.7771008610725403,0.8805369138717651,0.3756709098815918,0.6232600808143616,0.8796696662902832
DEU,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.7188840905825297,1.266989399989446,1.8863730759131654,57747,1349,0.7988833785057068,0.7714005708694458,0.8919689059257507,0.4031681418418884,0.5553133487701416,0.8925701975822449
DEU,D_full,Transfer_Learning_FTT_Full,0.7920988897482554,1.0212293068567913,1.612969460852673,83874,1349,0.8214153051376343,0.7911244630813599,0.9041202664375305,0.6008625030517578,0.7328618764877319,0.9022089242935181
DEU,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.7989978194236755,0.9994930624961853,1.5835969769386977,57747,1349,0.8274357318878174,0.8092195987701416,0.8996610641479492,0.6036475300788879,0.7554606199264526,0.8985623717308044
ZAF,C,Transfer_Learning,0.8561119139194489,0.857798715432485,1.263571090514251,84510,713,0.8853474259376526,0.9049028754234314,0.9245201349258423,0.6700946092605591,0.8067686557769775,0.9450377821922302
ZAF,C_dev,Transfer_Learning_Developed,0.8525337179501852,0.8639626353979111,1.2733730045773226,59096,713,0.8803352117538452,0.896815299987793,0.9249124526977539,0.657304048538208,0.8146910667419434,0.9411442279815674
ZAF,Transfer_Learning_FTT,Transfer_Learning_FTT,0.677932878335317,1.352350115776062,1.8991085707609994,84510,713,0.7621984481811523,0.7504268884658813,0.813373327255249,0.36523163318634033,0.5578720569610596,0.8184949159622192
ZAF,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.6524025003115336,1.467397580544154,1.9662819227346138,59096,713,0.7720646858215332,0.7703116536140442,0.8503992557525635,0.16083943843841553,0.5139079093933105,0.8468920588493347
ZAF,D_full,Transfer_Learning_FTT_Full,0.7464845975240072,1.151660516858101,1.6691611922884906,84510,713,0.807648777961731,0.8297731876373291,0.8934964537620544,0.3736575245857239,0.6721217632293701,0.9022098779678345
ZAF,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.694886326789856,1.231049155195554,1.8389931574894192,59096,713,0.8136797547340393,0.8313093781471252,0.8791351318359375,0.19820737838745117,0.5457080602645874,0.9012782573699951
BRA,C,Transfer_Learning,0.8070773283640543,1.0642191966374714,1.4784124916115189,84203,1020,0.874413251876831,0.7184319496154785,0.9259843826293945,0.7087099552154541,0.6787096261978149,0.936214804649353
BRA,C_dev,Transfer_Learning_Developed,0.7965608437856039,1.1071007748444874,1.516042151948272,59096,1020,0.852959156036377,0.6882373094558716,0.9312170743942261,0.7153236865997314,0.6615949869155884,0.9300328493118286
BRA,Transfer_Learning_FTT,Transfer_Learning_FTT,0.5597751239935557,1.714956263701121,2.256473907580836,84203,1020,0.6967759132385254,0.4996036887168884,0.8229596614837646,0.2923518419265747,0.2498096227645874,0.7971500158309937
BRA,Transfer_Learning_FTT_Developed,Transfer_Learning_FTT_Developed,0.5704403122266134,1.6781907578309376,2.219862232052615,59096,1020,0.7383314371109009,0.41108471155166626,0.8215141892433167,0.3971784710884094,0.23824584484100342,0.8162872195243835
BRA,D_full,Transfer_Learning_FTT_Full,0.6570460597674052,1.403621256351471,1.980043133033982,84203,1020,0.8121578693389893,0.520266056060791,0.885660707950592,0.4698755741119385,0.3699910044670105,0.8843251466751099
BRA,D_full_dev,Transfer_Learning_FTT_Full_Developed,0.6414094765981039,1.4527051448822021,2.0265966846134718,59096,1020,0.7762011885643005,0.5116704702377319,0.8812634348869324,0.4435487985610962,0.3613722324371338,0.8744007349014282
